#  , subDLAs (19.0 < logNHI < 20.3)                                          , DLAs (20.3 < logNHI < 22.0)
# z, omegaDLA5, omegaDLA17, omegaDLAmedian, omegaDLA83, omegaDLA95, omegaDLA5, omegaDLA17, omegaDLAmedian, omegaDLA83, omegaDLA95
3.015000000000000124e+00 1.340000000000000045e-04 1.510000000000000112e-04 1.779999999999999898e-04 2.079999999999999872e-04 2.310000000000000042e-04 7.879999999999999635e-04 8.329999999999999731e-04 9.009999999999999997e-04 9.730000000000000151e-04 1.030000000000000100e-03
3.024999999999999911e+00 1.340000000000000045e-04 1.520000000000000084e-04 1.789999999999999870e-04 2.090000000000000115e-04 2.320000000000000014e-04 7.860000000000000233e-04 8.310000000000000329e-04 8.999999999999999754e-04 9.740000000000000394e-04 1.030000000000000100e-03
3.035000000000000142e+00 1.350000000000000017e-04 1.520000000000000084e-04 1.800000000000000113e-04 2.100000000000000087e-04 2.339999999999999958e-04 7.919999999999999523e-04 8.369999999999999619e-04 9.070000000000000371e-04 9.820000000000000170e-04 1.039999999999999909e-03
3.044999999999999929e+00 1.340000000000000045e-04 1.520000000000000084e-04 1.800000000000000113e-04 2.110000000000000059e-04 2.339999999999999958e-04 7.870000000000000476e-04 8.329999999999999731e-04 9.020000000000000240e-04 9.759999999999999796e-04 1.030000000000000100e-03
3.055000000000000160e+00 1.320000000000000101e-04 1.499999999999999869e-04 1.779999999999999898e-04 2.079999999999999872e-04 2.320000000000000014e-04 7.820000000000000345e-04 8.270000000000000441e-04 8.959999999999999866e-04 9.709999999999999664e-04 1.020000000000000073e-03
3.064999999999999947e+00 1.310000000000000129e-04 1.489999999999999897e-04 1.769999999999999926e-04 2.079999999999999872e-04 2.320000000000000014e-04 7.709999999999999840e-04 8.170000000000000179e-04 8.859999999999999603e-04 9.610000000000000486e-04 1.020000000000000073e-03
3.075000000000000178e+00 1.320000000000000101e-04 1.499999999999999869e-04 1.779999999999999898e-04 2.090000000000000115e-04 2.339999999999999958e-04 7.699999999999999597e-04 8.170000000000000179e-04 8.869999999999999846e-04 9.629999999999999888e-04 1.020000000000000073e-03
3.084999999999999964e+00 1.250000000000000026e-04 1.420000000000000092e-04 1.700000000000000122e-04 2.010000000000000068e-04 2.229999999999999994e-04 7.810000000000000102e-04 8.279999999999999600e-04 8.999999999999999754e-04 9.770000000000000039e-04 1.030000000000000100e-03
3.095000000000000195e+00 1.259999999999999998e-04 1.440000000000000036e-04 1.720000000000000066e-04 2.030000000000000012e-04 2.259999999999999910e-04 7.910000000000000364e-04 8.390000000000000105e-04 9.110000000000000259e-04 9.899999999999999946e-04 1.049999999999999935e-03
3.104999999999999982e+00 1.210000000000000002e-04 1.389999999999999905e-04 1.659999999999999963e-04 1.969999999999999909e-04 2.200000000000000078e-04 7.929999999999999766e-04 8.419999999999999750e-04 9.150000000000000147e-04 9.940000000000000918e-04 1.049999999999999935e-03
3.115000000000000213e+00 1.210000000000000002e-04 1.389999999999999905e-04 1.669999999999999935e-04 1.979999999999999881e-04 2.220000000000000022e-04 7.979999999999999897e-04 8.469999999999999881e-04 9.210000000000000521e-04 1.000000000000000021e-03 1.059999999999999961e-03
3.125000000000000000e+00 1.219999999999999974e-04 1.399999999999999877e-04 1.689999999999999879e-04 2.000000000000000096e-04 2.239999999999999966e-04 8.040000000000000271e-04 8.540000000000000499e-04 9.290000000000000297e-04 1.010000000000000047e-03 1.069999999999999988e-03
3.134999999999999787e+00 1.210000000000000002e-04 1.389999999999999905e-04 1.669999999999999935e-04 1.990000000000000124e-04 2.229999999999999994e-04 8.140000000000000534e-04 8.660000000000000163e-04 9.420000000000000205e-04 1.020000000000000073e-03 1.090000000000000040e-03
3.145000000000000018e+00 1.190000000000000058e-04 1.369999999999999961e-04 1.649999999999999991e-04 1.959999999999999937e-04 2.210000000000000050e-04 8.199999999999999824e-04 8.720000000000000537e-04 9.499999999999999981e-04 1.030000000000000100e-03 1.090000000000000040e-03
3.154999999999999805e+00 1.190000000000000058e-04 1.369999999999999961e-04 1.659999999999999963e-04 1.979999999999999881e-04 2.229999999999999994e-04 8.270000000000000441e-04 8.800000000000000313e-04 9.579999999999999757e-04 1.039999999999999909e-03 1.100000000000000066e-03
3.165000000000000036e+00 1.190000000000000058e-04 1.369999999999999961e-04 1.659999999999999963e-04 1.990000000000000124e-04 2.239999999999999966e-04 8.390000000000000105e-04 8.940000000000000464e-04 9.719999999999999907e-04 1.059999999999999961e-03 1.119999999999999902e-03
3.174999999999999822e+00 1.200000000000000030e-04 1.389999999999999905e-04 1.679999999999999907e-04 2.010000000000000068e-04 2.269999999999999882e-04 8.360000000000000460e-04 8.880000000000000089e-04 9.680000000000000019e-04 1.059999999999999961e-03 1.119999999999999902e-03
3.185000000000000053e+00 1.210000000000000002e-04 1.399999999999999877e-04 1.700000000000000122e-04 2.030000000000000012e-04 2.300000000000000070e-04 8.400000000000000348e-04 8.930000000000000221e-04 9.749999999999999552e-04 1.059999999999999961e-03 1.129999999999999928e-03
3.194999999999999840e+00 1.219999999999999974e-04 1.410000000000000120e-04 1.710000000000000094e-04 2.039999999999999984e-04 2.310000000000000042e-04 8.369999999999999619e-04 8.909999999999999734e-04 9.740000000000000394e-04 1.059999999999999961e-03 1.129999999999999928e-03
3.205000000000000071e+00 1.219999999999999974e-04 1.420000000000000092e-04 1.720000000000000066e-04 2.059999999999999928e-04 2.329999999999999986e-04 8.379999999999999862e-04 8.919999999999999978e-04 9.759999999999999796e-04 1.069999999999999988e-03 1.129999999999999928e-03
3.214999999999999858e+00 1.230000000000000082e-04 1.430000000000000064e-04 1.740000000000000010e-04 2.079999999999999872e-04 2.349999999999999930e-04 8.429999999999999993e-04 8.980000000000000352e-04 9.829999999999999329e-04 1.069999999999999988e-03 1.139999999999999954e-03
3.225000000000000089e+00 1.230000000000000082e-04 1.430000000000000064e-04 1.740000000000000010e-04 2.090000000000000115e-04 2.369999999999999874e-04 8.289999999999999843e-04 8.840000000000000201e-04 9.700000000000000505e-04 1.059999999999999961e-03 1.129999999999999928e-03
3.234999999999999876e+00 1.190000000000000058e-04 1.389999999999999905e-04 1.710000000000000094e-04 2.059999999999999928e-04 2.339999999999999958e-04 8.279999999999999600e-04 8.840000000000000201e-04 9.709999999999999664e-04 1.059999999999999961e-03 1.139999999999999954e-03
3.245000000000000107e+00 1.160000000000000007e-04 1.369999999999999961e-04 1.689999999999999879e-04 2.039999999999999984e-04 2.320000000000000014e-04 8.260000000000000198e-04 8.840000000000000201e-04 9.719999999999999907e-04 1.069999999999999988e-03 1.139999999999999954e-03
3.254999999999999893e+00 1.179999999999999951e-04 1.389999999999999905e-04 1.710000000000000094e-04 2.069999999999999900e-04 2.349999999999999930e-04 8.149999999999999693e-04 8.729999999999999696e-04 9.610000000000000486e-04 1.059999999999999961e-03 1.129999999999999928e-03
3.265000000000000124e+00 1.200000000000000030e-04 1.410000000000000120e-04 1.740000000000000010e-04 2.100000000000000087e-04 2.390000000000000089e-04 8.180000000000000422e-04 8.760000000000000425e-04 9.650000000000000374e-04 1.059999999999999961e-03 1.129999999999999928e-03
3.274999999999999911e+00 1.219999999999999974e-04 1.430000000000000064e-04 1.769999999999999926e-04 2.139999999999999975e-04 2.429999999999999977e-04 8.180000000000000422e-04 8.769999999999999584e-04 9.669999999999999776e-04 1.059999999999999961e-03 1.139999999999999954e-03
3.285000000000000142e+00 1.230000000000000082e-04 1.450000000000000009e-04 1.789999999999999870e-04 2.159999999999999919e-04 2.460000000000000164e-04 8.000000000000000383e-04 8.570000000000000144e-04 9.470000000000000336e-04 1.039999999999999909e-03 1.119999999999999902e-03
3.294999999999999929e+00 1.250000000000000026e-04 1.469999999999999953e-04 1.820000000000000057e-04 2.200000000000000078e-04 2.500000000000000052e-04 8.019999999999999785e-04 8.610000000000000032e-04 9.510000000000000224e-04 1.049999999999999935e-03 1.119999999999999902e-03
3.305000000000000160e+00 1.269999999999999970e-04 1.489999999999999897e-04 1.849999999999999973e-04 2.229999999999999994e-04 2.539999999999999940e-04 7.960000000000000495e-04 8.559999999999999901e-04 9.470000000000000336e-04 1.049999999999999935e-03 1.119999999999999902e-03
3.314999999999999947e+00 1.289999999999999914e-04 1.510000000000000112e-04 1.869999999999999917e-04 2.259999999999999910e-04 2.570000000000000127e-04 7.879999999999999635e-04 8.480000000000000124e-04 9.380000000000000317e-04 1.039999999999999909e-03 1.110000000000000092e-03
3.325000000000000178e+00 1.310000000000000129e-04 1.540000000000000028e-04 1.900000000000000105e-04 2.300000000000000070e-04 2.610000000000000015e-04 7.829999999999999504e-04 8.450000000000000479e-04 9.359999999999999831e-04 1.039999999999999909e-03 1.110000000000000092e-03
3.334999999999999964e+00 1.330000000000000073e-04 1.559999999999999972e-04 1.939999999999999993e-04 2.339999999999999958e-04 2.660000000000000146e-04 7.829999999999999504e-04 8.440000000000000236e-04 9.380000000000000317e-04 1.039999999999999909e-03 1.119999999999999902e-03
3.345000000000000195e+00 1.350000000000000017e-04 1.579999999999999916e-04 1.959999999999999937e-04 2.369999999999999874e-04 2.700000000000000035e-04 7.739999999999999485e-04 8.360000000000000460e-04 9.300000000000000541e-04 1.030000000000000100e-03 1.110000000000000092e-03
3.354999999999999982e+00 1.310000000000000129e-04 1.540000000000000028e-04 1.920000000000000049e-04 2.339999999999999958e-04 2.660000000000000146e-04 7.789999999999999616e-04 8.419999999999999750e-04 9.370000000000000074e-04 1.039999999999999909e-03 1.119999999999999902e-03
3.365000000000000213e+00 1.320000000000000101e-04 1.559999999999999972e-04 1.949999999999999965e-04 2.369999999999999874e-04 2.700000000000000035e-04 7.860000000000000233e-04 8.499999999999999526e-04 9.470000000000000336e-04 1.049999999999999935e-03 1.129999999999999928e-03
3.375000000000000000e+00 1.250000000000000026e-04 1.499999999999999869e-04 1.869999999999999917e-04 2.290000000000000098e-04 2.620000000000000258e-04 7.929999999999999766e-04 8.580000000000000387e-04 9.560000000000000355e-04 1.059999999999999961e-03 1.149999999999999981e-03
3.384999999999999787e+00 1.240000000000000054e-04 1.489999999999999897e-04 1.869999999999999917e-04 2.300000000000000070e-04 2.629999999999999959e-04 7.990000000000000140e-04 8.660000000000000163e-04 9.659999999999999533e-04 1.080000000000000014e-03 1.160000000000000007e-03
3.395000000000000018e+00 1.269999999999999970e-04 1.520000000000000084e-04 1.910000000000000077e-04 2.339999999999999958e-04 2.689999999999999791e-04 7.820000000000000345e-04 8.469999999999999881e-04 9.479999999999999495e-04 1.059999999999999961e-03 1.139999999999999954e-03
3.404999999999999805e+00 1.279999999999999942e-04 1.540000000000000028e-04 1.930000000000000021e-04 2.380000000000000117e-04 2.730000000000000222e-04 7.749999999999999728e-04 8.409999999999999507e-04 9.420000000000000205e-04 1.049999999999999935e-03 1.139999999999999954e-03
3.415000000000000036e+00 1.299999999999999886e-04 1.559999999999999972e-04 1.959999999999999937e-04 2.420000000000000005e-04 2.770000000000000110e-04 7.659999999999999708e-04 8.329999999999999731e-04 9.340000000000000429e-04 1.049999999999999935e-03 1.129999999999999928e-03
3.424999999999999822e+00 1.310000000000000129e-04 1.579999999999999916e-04 1.990000000000000124e-04 2.449999999999999921e-04 2.820000000000000241e-04 7.730000000000000326e-04 8.409999999999999507e-04 9.439999999999999607e-04 1.059999999999999961e-03 1.149999999999999981e-03
3.435000000000000053e+00 1.279999999999999942e-04 1.540000000000000028e-04 1.939999999999999993e-04 2.410000000000000033e-04 2.770000000000000110e-04 7.739999999999999485e-04 8.440000000000000236e-04 9.489999999999999738e-04 1.069999999999999988e-03 1.149999999999999981e-03
3.444999999999999840e+00 1.299999999999999886e-04 1.569999999999999944e-04 1.979999999999999881e-04 2.460000000000000164e-04 2.829999999999999942e-04 7.659999999999999708e-04 8.360000000000000460e-04 9.389999999999999476e-04 1.059999999999999961e-03 1.149999999999999981e-03
3.455000000000000071e+00 1.259999999999999998e-04 1.520000000000000084e-04 1.930000000000000021e-04 2.410000000000000033e-04 2.779999999999999811e-04 7.739999999999999485e-04 8.450000000000000479e-04 9.510000000000000224e-04 1.069999999999999988e-03 1.160000000000000007e-03
3.464999999999999858e+00 1.230000000000000082e-04 1.499999999999999869e-04 1.910000000000000077e-04 2.400000000000000061e-04 2.770000000000000110e-04 7.669999999999999951e-04 8.400000000000000348e-04 9.470000000000000336e-04 1.069999999999999988e-03 1.160000000000000007e-03
3.475000000000000089e+00 1.240000000000000054e-04 1.520000000000000084e-04 1.939999999999999993e-04 2.439999999999999949e-04 2.809999999999999998e-04 7.669999999999999951e-04 8.400000000000000348e-04 9.499999999999999981e-04 1.069999999999999988e-03 1.170000000000000033e-03
3.484999999999999876e+00 1.140000000000000063e-04 1.410000000000000120e-04 1.830000000000000029e-04 2.310000000000000042e-04 2.700000000000000035e-04 7.720000000000000083e-04 8.469999999999999881e-04 9.579999999999999757e-04 1.080000000000000014e-03 1.180000000000000059e-03
3.495000000000000107e+00 1.150000000000000035e-04 1.430000000000000064e-04 1.849999999999999973e-04 2.349999999999999930e-04 2.739999999999999923e-04 7.640000000000000306e-04 8.400000000000000348e-04 9.520000000000000467e-04 1.080000000000000014e-03 1.180000000000000059e-03
3.504999999999999893e+00 1.119999999999999983e-04 1.389999999999999905e-04 1.820000000000000057e-04 2.329999999999999986e-04 2.719999999999999979e-04 7.540000000000000044e-04 8.289999999999999843e-04 9.420000000000000205e-04 1.069999999999999988e-03 1.170000000000000033e-03
3.515000000000000124e+00 1.140000000000000063e-04 1.420000000000000092e-04 1.859999999999999945e-04 2.369999999999999874e-04 2.779999999999999811e-04 7.669999999999999951e-04 8.450000000000000479e-04 9.600000000000000243e-04 1.090000000000000040e-03 1.190000000000000085e-03
3.524999999999999911e+00 1.169999999999999979e-04 1.450000000000000009e-04 1.900000000000000105e-04 2.429999999999999977e-04 2.840000000000000185e-04 7.780000000000000457e-04 8.570000000000000144e-04 9.749999999999999552e-04 1.110000000000000092e-03 1.209999999999999921e-03
3.535000000000000142e+00 1.190000000000000058e-04 1.479999999999999925e-04 1.939999999999999993e-04 2.480000000000000108e-04 2.910000000000000260e-04 7.940000000000000009e-04 8.729999999999999696e-04 9.940000000000000918e-04 1.129999999999999928e-03 1.229999999999999974e-03
3.544999999999999929e+00 1.219999999999999974e-04 1.510000000000000112e-04 1.990000000000000124e-04 2.539999999999999940e-04 2.979999999999999793e-04 8.030000000000000028e-04 8.850000000000000444e-04 1.010000000000000047e-03 1.149999999999999981e-03 1.250000000000000026e-03
3.555000000000000160e+00 1.250000000000000026e-04 1.550000000000000000e-04 2.039999999999999984e-04 2.610000000000000015e-04 3.049999999999999868e-04 8.050000000000000515e-04 8.880000000000000089e-04 1.010000000000000047e-03 1.160000000000000007e-03 1.270000000000000078e-03
3.564999999999999947e+00 1.279999999999999942e-04 1.589999999999999888e-04 2.090000000000000115e-04 2.669999999999999847e-04 3.130000000000000187e-04 7.879999999999999635e-04 8.710000000000000294e-04 9.940000000000000918e-04 1.139999999999999954e-03 1.240000000000000000e-03
3.575000000000000178e+00 1.230000000000000082e-04 1.520000000000000084e-04 2.010000000000000068e-04 2.590000000000000071e-04 3.040000000000000167e-04 7.960000000000000495e-04 8.800000000000000313e-04 1.010000000000000047e-03 1.149999999999999981e-03 1.260000000000000052e-03
3.584999999999999964e+00 1.250000000000000026e-04 1.550000000000000000e-04 2.039999999999999984e-04 2.640000000000000202e-04 3.089999999999999756e-04 8.120000000000000048e-04 8.980000000000000352e-04 1.030000000000000100e-03 1.180000000000000059e-03 1.280000000000000105e-03
3.595000000000000195e+00 1.240000000000000054e-04 1.540000000000000028e-04 2.039999999999999984e-04 2.640000000000000202e-04 3.089999999999999756e-04 7.879999999999999635e-04 8.649999999999999920e-04 9.899999999999999946e-04 1.129999999999999928e-03 1.240000000000000000e-03
3.604999999999999982e+00 1.200000000000000030e-04 1.499999999999999869e-04 2.000000000000000096e-04 2.599999999999999772e-04 3.069999999999999812e-04 7.910000000000000364e-04 8.720000000000000537e-04 9.979999999999999722e-04 1.139999999999999954e-03 1.250000000000000026e-03
3.615000000000000213e+00 1.140000000000000063e-04 1.440000000000000036e-04 1.930000000000000021e-04 2.519999999999999996e-04 2.999999999999999737e-04 7.860000000000000233e-04 8.660000000000000163e-04 9.950000000000000077e-04 1.139999999999999954e-03 1.250000000000000026e-03
3.625000000000000000e+00 1.160000000000000007e-04 1.469999999999999953e-04 1.979999999999999881e-04 2.579999999999999828e-04 3.080000000000000055e-04 7.879999999999999635e-04 8.710000000000000294e-04 1.000000000000000021e-03 1.149999999999999981e-03 1.260000000000000052e-03
3.634999999999999787e+00 1.190000000000000058e-04 1.510000000000000112e-04 2.030000000000000012e-04 2.649999999999999903e-04 3.150000000000000131e-04 7.870000000000000476e-04 8.700000000000000051e-04 1.000000000000000021e-03 1.149999999999999981e-03 1.260000000000000052e-03
3.645000000000000018e+00 1.219999999999999974e-04 1.550000000000000000e-04 2.079999999999999872e-04 2.709999999999999735e-04 3.229999999999999907e-04 7.940000000000000009e-04 8.790000000000000070e-04 1.010000000000000047e-03 1.160000000000000007e-03 1.270000000000000078e-03
3.654999999999999805e+00 1.250000000000000026e-04 1.579999999999999916e-04 2.130000000000000003e-04 2.779999999999999811e-04 3.310000000000000225e-04 8.040000000000000271e-04 8.909999999999999734e-04 1.030000000000000100e-03 1.180000000000000059e-03 1.299999999999999940e-03
3.665000000000000036e+00 1.190000000000000058e-04 1.499999999999999869e-04 2.049999999999999956e-04 2.689999999999999791e-04 3.200000000000000262e-04 8.019999999999999785e-04 8.869999999999999846e-04 1.020000000000000073e-03 1.180000000000000059e-03 1.299999999999999940e-03
3.674999999999999822e+00 1.190000000000000058e-04 1.510000000000000112e-04 2.059999999999999928e-04 2.719999999999999979e-04 3.229999999999999907e-04 8.080000000000000160e-04 8.959999999999999866e-04 1.039999999999999909e-03 1.190000000000000085e-03 1.319999999999999993e-03
3.685000000000000053e+00 1.110000000000000011e-04 1.420000000000000092e-04 1.979999999999999881e-04 2.620000000000000258e-04 3.150000000000000131e-04 8.030000000000000028e-04 8.930000000000000221e-04 1.030000000000000100e-03 1.190000000000000085e-03 1.319999999999999993e-03
3.694999999999999840e+00 9.890000000000000516e-05 1.289999999999999914e-04 1.789999999999999870e-04 2.400000000000000061e-04 2.880000000000000073e-04 8.000000000000000383e-04 8.909999999999999734e-04 1.030000000000000100e-03 1.199999999999999895e-03 1.319999999999999993e-03
3.705000000000000071e+00 9.739999999999999580e-05 1.269999999999999970e-04 1.789999999999999870e-04 2.400000000000000061e-04 2.880000000000000073e-04 8.099999999999999561e-04 9.020000000000000240e-04 1.049999999999999935e-03 1.209999999999999921e-03 1.340000000000000045e-03
3.714999999999999858e+00 9.600000000000000243e-05 1.259999999999999998e-04 1.779999999999999898e-04 2.400000000000000061e-04 2.900000000000000017e-04 7.889999999999999878e-04 8.819999999999999715e-04 1.030000000000000100e-03 1.190000000000000085e-03 1.330000000000000019e-03
3.725000000000000089e+00 9.770000000000000310e-05 1.279999999999999942e-04 1.810000000000000085e-04 2.449999999999999921e-04 2.950000000000000148e-04 7.879999999999999635e-04 8.829999999999999958e-04 1.030000000000000100e-03 1.199999999999999895e-03 1.330000000000000019e-03
3.734999999999999876e+00 9.009999999999999455e-05 1.190000000000000058e-04 1.700000000000000122e-04 2.320000000000000014e-04 2.829999999999999942e-04 7.870000000000000476e-04 8.840000000000000201e-04 1.030000000000000100e-03 1.209999999999999921e-03 1.340000000000000045e-03
3.745000000000000107e+00 9.249999999999999867e-05 1.230000000000000082e-04 1.749999999999999982e-04 2.380000000000000117e-04 2.900000000000000017e-04 7.680000000000000195e-04 8.649999999999999920e-04 1.020000000000000073e-03 1.190000000000000085e-03 1.330000000000000019e-03
3.754999999999999893e+00 8.789999999999999528e-05 1.150000000000000035e-04 1.649999999999999991e-04 2.249999999999999938e-04 2.739999999999999923e-04 7.829999999999999504e-04 8.819999999999999715e-04 1.039999999999999909e-03 1.209999999999999921e-03 1.360000000000000098e-03
3.765000000000000124e+00 8.079999999999999888e-05 1.079999999999999960e-04 1.579999999999999916e-04 2.190000000000000106e-04 2.700000000000000035e-04 7.600000000000000418e-04 8.589999999999999546e-04 1.010000000000000047e-03 1.199999999999999895e-03 1.340000000000000045e-03
3.774999999999999911e+00 8.220000000000000581e-05 1.100000000000000039e-04 1.600000000000000131e-04 2.210000000000000050e-04 2.709999999999999735e-04 7.630000000000000063e-04 8.610000000000000032e-04 1.020000000000000073e-03 1.209999999999999921e-03 1.350000000000000071e-03
3.785000000000000142e+00 8.469999999999999881e-05 1.129999999999999955e-04 1.649999999999999991e-04 2.269999999999999882e-04 2.790000000000000054e-04 7.410000000000000137e-04 8.339999999999999974e-04 9.829999999999999329e-04 1.160000000000000007e-03 1.299999999999999940e-03
3.794999999999999929e+00 8.700000000000000051e-05 1.160000000000000007e-04 1.689999999999999879e-04 2.339999999999999958e-04 2.869999999999999830e-04 7.529999999999999801e-04 8.469999999999999881e-04 1.000000000000000021e-03 1.180000000000000059e-03 1.319999999999999993e-03
3.805000000000000160e+00 7.239999999999999799e-05 1.010000000000000020e-04 1.520000000000000084e-04 2.149999999999999947e-04 2.680000000000000090e-04 6.939999999999999555e-04 7.820000000000000345e-04 9.259999999999999568e-04 1.090000000000000040e-03 1.229999999999999974e-03
3.814999999999999947e+00 7.179999999999999696e-05 9.969999999999999750e-05 1.479999999999999925e-04 2.079999999999999872e-04 2.579999999999999828e-04 7.020000000000000415e-04 7.919999999999999523e-04 9.399999999999999719e-04 1.110000000000000092e-03 1.250000000000000026e-03
3.825000000000000178e+00 7.239999999999999799e-05 1.010000000000000020e-04 1.510000000000000112e-04 2.139999999999999975e-04 2.649999999999999903e-04 6.759999999999999516e-04 7.659999999999999708e-04 9.049999999999999885e-04 1.069999999999999988e-03 1.199999999999999895e-03
3.834999999999999964e+00 7.490000000000000455e-05 1.050000000000000044e-04 1.559999999999999972e-04 2.210000000000000050e-04 2.739999999999999923e-04 6.899999999999999667e-04 7.820000000000000345e-04 9.240000000000000166e-04 1.090000000000000040e-03 1.219999999999999947e-03
3.845000000000000195e+00 7.749999999999999999e-05 1.090000000000000067e-04 1.620000000000000075e-04 2.290000000000000098e-04 2.840000000000000185e-04 6.790000000000000245e-04 7.690000000000000438e-04 9.139999999999999904e-04 1.080000000000000014e-03 1.219999999999999947e-03
3.854999999999999982e+00 8.030000000000000028e-05 1.129999999999999955e-04 1.679999999999999907e-04 2.369999999999999874e-04 2.939999999999999905e-04 6.909999999999999910e-04 7.829999999999999504e-04 9.309999999999999699e-04 1.100000000000000066e-03 1.240000000000000000e-03
3.865000000000000213e+00 8.330000000000000544e-05 1.169999999999999979e-04 1.740000000000000010e-04 2.460000000000000164e-04 3.049999999999999868e-04 6.729999999999999871e-04 7.649999999999999465e-04 9.129999999999999661e-04 1.090000000000000040e-03 1.229999999999999974e-03
3.875000000000000000e+00 8.650000000000000191e-05 1.210000000000000002e-04 1.800000000000000113e-04 2.550000000000000183e-04 3.170000000000000075e-04 6.409999999999999682e-04 7.320000000000000118e-04 8.750000000000000182e-04 1.039999999999999909e-03 1.180000000000000059e-03
3.884999999999999787e+00 7.499999999999999343e-05 1.079999999999999960e-04 1.669999999999999935e-04 2.410000000000000033e-04 3.020000000000000223e-04 6.549999999999999833e-04 7.470000000000000511e-04 8.940000000000000464e-04 1.059999999999999961e-03 1.209999999999999921e-03
3.895000000000000018e+00 7.349999999999999763e-05 1.069999999999999988e-04 1.679999999999999907e-04 2.439999999999999949e-04 3.089999999999999756e-04 6.440000000000000412e-04 7.360000000000000006e-04 8.829999999999999958e-04 1.059999999999999961e-03 1.199999999999999895e-03
3.904999999999999805e+00 7.399999999999999623e-05 1.069999999999999988e-04 1.679999999999999907e-04 2.429999999999999977e-04 3.029999999999999924e-04 6.520000000000000188e-04 7.470000000000000511e-04 8.959999999999999866e-04 1.069999999999999988e-03 1.219999999999999947e-03
3.915000000000000036e+00 5.989999999999999909e-05 8.870000000000000117e-05 1.430000000000000064e-04 2.169999999999999891e-04 2.779999999999999811e-04 6.319999999999999663e-04 7.159999999999999481e-04 8.599999999999999789e-04 1.030000000000000100e-03 1.160000000000000007e-03
3.924999999999999822e+00 6.219999999999999401e-05 9.220000000000000493e-05 1.489999999999999897e-04 2.249999999999999938e-04 2.889999999999999774e-04 6.400000000000000524e-04 7.269999999999999987e-04 8.739999999999999939e-04 1.049999999999999935e-03 1.180000000000000059e-03
3.935000000000000053e+00 6.329999999999999364e-05 9.480000000000000037e-05 1.530000000000000056e-04 2.329999999999999986e-04 2.990000000000000036e-04 6.310000000000000504e-04 7.200000000000000453e-04 8.649999999999999920e-04 1.039999999999999909e-03 1.180000000000000059e-03
3.944999999999999840e+00 5.470000000000000144e-05 8.349999999999999675e-05 1.330000000000000073e-04 1.990000000000000124e-04 2.590000000000000071e-04 5.959999999999999586e-04 6.809999999999999647e-04 8.249999999999999955e-04 1.000000000000000021e-03 1.139999999999999954e-03
3.955000000000000071e+00 5.199999999999999680e-05 8.169999999999999366e-05 1.330000000000000073e-04 2.010000000000000068e-04 2.629999999999999959e-04 6.089999999999999494e-04 6.949999999999999798e-04 8.429999999999999993e-04 1.020000000000000073e-03 1.170000000000000033e-03
3.964999999999999858e+00 5.410000000000000041e-05 8.469999999999999881e-05 1.389999999999999905e-04 2.100000000000000087e-04 2.739999999999999923e-04 6.149999999999999868e-04 7.039999999999999817e-04 8.549999999999999658e-04 1.039999999999999909e-03 1.180000000000000059e-03
3.975000000000000089e+00 5.599999999999999916e-05 8.830000000000000500e-05 1.450000000000000009e-04 2.190000000000000106e-04 2.860000000000000129e-04 6.239999999999999887e-04 7.159999999999999481e-04 8.700000000000000051e-04 1.059999999999999961e-03 1.199999999999999895e-03
3.984999999999999876e+00 5.589999999999999673e-05 8.969999999999999838e-05 1.479999999999999925e-04 2.259999999999999910e-04 2.950000000000000148e-04 6.380000000000000037e-04 7.309999999999999875e-04 8.880000000000000089e-04 1.080000000000000014e-03 1.229999999999999974e-03
3.995000000000000107e+00 4.399999999999999886e-05 7.459999999999999726e-05 1.340000000000000045e-04 2.110000000000000059e-04 2.840000000000000185e-04 6.509999999999999945e-04 7.470000000000000511e-04 9.070000000000000371e-04 1.100000000000000066e-03 1.260000000000000052e-03
4.004999999999999893e+00 3.180000000000000047e-05 5.390000000000000233e-05 9.459999999999999551e-05 1.510000000000000112e-04 2.110000000000000059e-04 6.639999999999999852e-04 7.600000000000000418e-04 9.250000000000000409e-04 1.119999999999999902e-03 1.280000000000000105e-03
4.014999999999999680e+00 3.339999999999999870e-05 5.649999999999999776e-05 9.930000000000000133e-05 1.589999999999999888e-04 2.210000000000000050e-04 6.570000000000000319e-04 7.590000000000000175e-04 9.259999999999999568e-04 1.129999999999999928e-03 1.289999999999999914e-03
4.025000000000000355e+00 3.049999999999999936e-05 5.390000000000000233e-05 9.670000000000000589e-05 1.540000000000000028e-04 2.079999999999999872e-04 6.369999999999999794e-04 7.389999999999999651e-04 9.060000000000000128e-04 1.110000000000000092e-03 1.270000000000000078e-03
4.035000000000000142e+00 3.210000000000000098e-05 5.679999999999999828e-05 1.019999999999999992e-04 1.620000000000000075e-04 2.200000000000000078e-04 6.509999999999999945e-04 7.550000000000000287e-04 9.259999999999999568e-04 1.139999999999999954e-03 1.299999999999999940e-03
4.044999999999999929e+00 3.389999999999999730e-05 6.000000000000000152e-05 1.079999999999999960e-04 1.720000000000000066e-04 2.320000000000000014e-04 6.650000000000000095e-04 7.709999999999999840e-04 9.460000000000000093e-04 1.160000000000000007e-03 1.330000000000000019e-03
4.054999999999999716e+00 3.570000000000000040e-05 6.320000000000000476e-05 1.129999999999999955e-04 1.810000000000000085e-04 2.439999999999999949e-04 6.800000000000000488e-04 7.879999999999999635e-04 9.669999999999999776e-04 1.190000000000000085e-03 1.350000000000000071e-03
