#  , subDLAs (19.0 < logNHI < 20.3)                                          , DLAs (20.3 < logNHI < 22.0)
# z, omegaDLA5, omegaDLA17, omegaDLAmedian, omegaDLA83, omegaDLA95, omegaDLA5, omegaDLA17, omegaDLAmedian, omegaDLA83, omegaDLA95
4.065000000000000391e+00 3.759999999999999915e-05 6.660000000000000609e-05 1.190000000000000058e-04 1.900000000000000105e-04 2.570000000000000127e-04 6.949999999999999798e-04 8.050000000000000515e-04 9.879999999999999460e-04 1.209999999999999921e-03 1.379999999999999933e-03
4.075000000000000178e+00 2.750000000000000098e-05 5.330000000000000129e-05 1.050000000000000044e-04 1.759999999999999954e-04 2.460000000000000164e-04 7.100000000000000191e-04 8.229999999999999469e-04 1.010000000000000047e-03 1.240000000000000000e-03 1.420000000000000038e-03
4.084999999999999964e+00 2.809999999999999862e-05 5.539999999999999813e-05 1.100000000000000039e-04 1.849999999999999973e-04 2.559999999999999884e-04 6.880000000000000265e-04 7.960000000000000495e-04 9.859999999999998974e-04 1.219999999999999947e-03 1.399999999999999986e-03
4.094999999999999751e+00 2.960000000000000120e-05 5.849999999999999894e-05 1.160000000000000007e-04 1.949999999999999965e-04 2.709999999999999735e-04 6.319999999999999663e-04 7.360000000000000006e-04 9.079999999999999530e-04 1.119999999999999902e-03 1.289999999999999914e-03
4.105000000000000426e+00 1.620000000000000075e-05 4.009999999999999893e-05 9.110000000000000530e-05 1.630000000000000047e-04 2.359999999999999902e-04 6.139999999999999625e-04 7.200000000000000453e-04 8.940000000000000464e-04 1.110000000000000092e-03 1.280000000000000105e-03
4.115000000000000213e+00 1.720000000000000134e-05 4.240000000000000062e-05 9.629999999999999617e-05 1.730000000000000038e-04 2.489999999999999809e-04 6.139999999999999625e-04 7.209999999999999612e-04 8.989999999999999511e-04 1.119999999999999902e-03 1.299999999999999940e-03
4.125000000000000000e+00 1.819999999999999854e-05 4.500000000000000283e-05 1.019999999999999992e-04 1.830000000000000029e-04 2.640000000000000202e-04 6.279999999999999775e-04 7.370000000000000249e-04 9.200000000000000278e-04 1.139999999999999954e-03 1.330000000000000019e-03
4.134999999999999787e+00 1.930000000000000156e-05 4.780000000000000313e-05 1.090000000000000067e-04 1.949999999999999965e-04 2.809999999999999998e-04 6.250000000000000130e-04 7.370000000000000249e-04 9.210000000000000521e-04 1.149999999999999981e-03 1.330000000000000019e-03
4.144999999999999574e+00 0.000000000000000000e+00 2.839999999999999914e-05 8.390000000000000647e-05 1.659999999999999963e-04 2.559999999999999884e-04 6.400000000000000524e-04 7.540000000000000044e-04 9.430000000000000448e-04 1.180000000000000059e-03 1.369999999999999907e-03
4.155000000000000249e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.140000000000000167e-05 1.430000000000000064e-04 2.369999999999999874e-04 6.549999999999999833e-04 7.709999999999999840e-04 9.650000000000000374e-04 1.199999999999999895e-03 1.399999999999999986e-03
4.165000000000000036e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.509999999999999674e-05 1.510000000000000112e-04 2.509999999999999753e-04 6.599999999999999964e-04 7.789999999999999616e-04 9.749999999999999552e-04 1.219999999999999947e-03 1.420000000000000038e-03
4.174999999999999822e+00 nan nan nan nan nan 6.750000000000000357e-04 7.960000000000000495e-04 9.979999999999999722e-04 1.250000000000000026e-03 1.449999999999999900e-03
4.184999999999999609e+00 nan nan nan nan nan 6.790000000000000245e-04 8.040000000000000271e-04 1.010000000000000047e-03 1.270000000000000078e-03 1.469999999999999953e-03
4.195000000000000284e+00 nan nan nan nan nan 6.880000000000000265e-04 8.149999999999999693e-04 1.030000000000000100e-03 1.289999999999999914e-03 1.500000000000000031e-03
4.205000000000000071e+00 nan nan nan nan nan 7.020000000000000415e-04 8.300000000000000086e-04 1.049999999999999935e-03 1.309999999999999967e-03 1.529999999999999893e-03
4.214999999999999858e+00 nan nan nan nan nan 7.100000000000000191e-04 8.390000000000000105e-04 1.059999999999999961e-03 1.340000000000000045e-03 1.559999999999999972e-03
4.224999999999999645e+00 nan nan nan nan nan 7.020000000000000415e-04 8.339999999999999974e-04 1.059999999999999961e-03 1.340000000000000045e-03 1.559999999999999972e-03
4.235000000000000320e+00 nan nan nan nan nan 7.200000000000000453e-04 8.559999999999999901e-04 1.090000000000000040e-03 1.369999999999999907e-03 1.600000000000000077e-03
4.245000000000000107e+00 nan nan nan nan nan 7.380000000000000492e-04 8.760000000000000425e-04 1.110000000000000092e-03 1.410000000000000012e-03 1.639999999999999965e-03
4.254999999999999893e+00 nan nan nan nan nan 7.519999999999999558e-04 8.940000000000000464e-04 1.139999999999999954e-03 1.440000000000000091e-03 1.680000000000000070e-03
4.264999999999999680e+00 nan nan nan nan nan 7.330000000000000361e-04 8.829999999999999958e-04 1.129999999999999928e-03 1.430000000000000064e-03 1.690000000000000096e-03
4.275000000000000355e+00 nan nan nan nan nan 7.489999999999999913e-04 9.009999999999999997e-04 1.149999999999999981e-03 1.469999999999999953e-03 1.729999999999999984e-03
4.285000000000000142e+00 nan nan nan nan nan 7.479999999999999670e-04 9.039999999999999642e-04 1.160000000000000007e-03 1.479999999999999979e-03 1.750000000000000036e-03
4.294999999999999929e+00 nan nan nan nan nan 7.680000000000000195e-04 9.290000000000000297e-04 1.190000000000000085e-03 1.520000000000000084e-03 1.789999999999999925e-03
4.304999999999999716e+00 nan nan nan nan nan 7.330000000000000361e-04 8.940000000000000464e-04 1.160000000000000007e-03 1.490000000000000005e-03 1.770000000000000089e-03
4.315000000000000391e+00 nan nan nan nan nan 7.029999999999999574e-04 8.599999999999999789e-04 1.119999999999999902e-03 1.440000000000000091e-03 1.729999999999999984e-03
4.325000000000000178e+00 nan nan nan nan nan 7.219999999999999855e-04 8.840000000000000201e-04 1.149999999999999981e-03 1.479999999999999979e-03 1.779999999999999898e-03
4.334999999999999964e+00 nan nan nan nan nan 7.420000000000000380e-04 9.089999999999999773e-04 1.180000000000000059e-03 1.529999999999999893e-03 1.830000000000000029e-03
4.344999999999999751e+00 nan nan nan nan nan 7.389999999999999651e-04 9.089999999999999773e-04 1.190000000000000085e-03 1.539999999999999919e-03 1.860000000000000108e-03
4.355000000000000426e+00 nan nan nan nan nan 6.539999999999999590e-04 8.090000000000000403e-04 1.069999999999999988e-03 1.389999999999999960e-03 1.690000000000000096e-03
4.365000000000000213e+00 nan nan nan nan nan 6.729999999999999871e-04 8.310000000000000329e-04 1.100000000000000066e-03 1.430000000000000064e-03 1.740000000000000010e-03
4.375000000000000000e+00 nan nan nan nan nan 6.930000000000000396e-04 8.559999999999999901e-04 1.129999999999999928e-03 1.469999999999999953e-03 1.789999999999999925e-03
4.384999999999999787e+00 nan nan nan nan nan 6.390000000000000280e-04 7.960000000000000495e-04 1.059999999999999961e-03 1.399999999999999986e-03 1.719999999999999958e-03
4.394999999999999574e+00 nan nan nan nan nan 6.329999999999999906e-04 7.950000000000000252e-04 1.059999999999999961e-03 1.410000000000000012e-03 1.740000000000000010e-03
4.405000000000000249e+00 nan nan nan nan nan 5.379999999999999583e-04 6.620000000000000450e-04 8.630000000000000518e-04 1.100000000000000066e-03 1.289999999999999914e-03
4.415000000000000036e+00 nan nan nan nan nan 5.540000000000000219e-04 6.819999999999999890e-04 8.890000000000000333e-04 1.129999999999999928e-03 1.330000000000000019e-03
4.424999999999999822e+00 nan nan nan nan nan 5.259999999999999919e-04 6.470000000000000057e-04 8.509999999999999769e-04 1.090000000000000040e-03 1.280000000000000105e-03
4.434999999999999609e+00 nan nan nan nan nan 5.039999999999999992e-04 6.290000000000000018e-04 8.310000000000000329e-04 1.069999999999999988e-03 1.270000000000000078e-03
4.445000000000000284e+00 nan nan nan nan nan 5.199999999999999544e-04 6.489999999999999459e-04 8.580000000000000387e-04 1.110000000000000092e-03 1.309999999999999967e-03
4.455000000000000071e+00 nan nan nan nan nan 5.060000000000000478e-04 6.329999999999999906e-04 8.419999999999999750e-04 1.090000000000000040e-03 1.309999999999999967e-03
4.464999999999999858e+00 nan nan nan nan nan 4.949999999999999973e-04 6.189999999999999756e-04 8.329999999999999731e-04 1.090000000000000040e-03 1.299999999999999940e-03
4.474999999999999645e+00 nan nan nan nan nan 4.749999999999999990e-04 5.999999999999999474e-04 8.159999999999999936e-04 1.080000000000000014e-03 1.299999999999999940e-03
4.485000000000000320e+00 nan nan nan nan nan 4.620000000000000083e-04 5.929999999999999941e-04 8.090000000000000403e-04 1.069999999999999988e-03 1.309999999999999967e-03
4.495000000000000107e+00 nan nan nan nan nan 4.769999999999999934e-04 6.130000000000000466e-04 8.360000000000000460e-04 1.110000000000000092e-03 1.350000000000000071e-03
